,st,st_name,st_date,st_place,st_knownfor,st_awards_wins,st_awards_nominations,st_link,st_awards_link
551,Adam Driver(I),Adam Driver,11/19/83,"San Diego, California, USA","['Star Wars: Episode VII - The Force Awakens', 'Paterson', 'Star Wars: Episode VIII - The Last Jedi', 'Inside Llewyn Davis']",12,68,https://www.imdb.com/name/nm3485845/?ref_=adv_li_st_1,https://www.imdb.com/name/nm3485845/awards?ref_=nm_ql_2
552,Jason Momoa,Jason Momoa,8/1/79,"Honolulu, Hawaii, USA","['Aquaman', 'Justice League', 'Conan the Barbarian', 'Stargate: Atlantis']",1,3,https://www.imdb.com/name/nm0597388/?ref_=adv_li_st_1,https://www.imdb.com/name/nm0597388/awards?ref_=nm_ql_2
553,Cobie Smulders,Cobie Smulders,4/3/82,"Vancouver, British Columbia, Canada","['The Avengers', 'Avengers: Age of Ultron', 'Safe Haven', 'Jack Reacher: Never Go Back']",0,1,https://www.imdb.com/name/nm1130627/?ref_=adv_li_st_1,https://www.imdb.com/name/nm1130627/awards?ref_=nm_ql_2
554,Rory J. Saper,Rory J. Saper,NA,NA,"['The Legend of Tarzan', 'Incontrol', 'Rufus', 'The Pass']",NA,NA,https://www.imdb.com/name/nm4920741/?ref_=adv_li_st_1,https://www.imdb.com/name/nm4920741/awards?ref_=nm_ql_2
555,Kate Hudson(I),Kate Hudson,4/19/79,"Los Angeles, California, USA","['Almost Famous', 'How to Lose a Guy in 10 Days', 'Bride Wars', 'Nine']",17,37,https://www.imdb.com/name/nm0005028/?ref_=adv_li_st_1,https://www.imdb.com/name/nm0005028/awards?ref_=nm_ql_2
556,Jordan Peele,Jordan Peele,2/21/79,"New York City, New York, USA","['Get Out', 'Keanu', 'BlacKkKlansman', 'Us']",90,92,https://www.imdb.com/name/nm1443502/?ref_=adv_li_st_1,https://www.imdb.com/name/nm1443502/awards?ref_=nm_ql_2
557,Rupert Evans(II),Rupert Evans,3/9/76,"Stowe-by-Chartley, Staffordshire, England, UK","['Hellboy', 'The Boy', 'The Man in the High Castle', 'The Canal']",1,1,https://www.imdb.com/name/nm1140344/?ref_=adv_li_st_1,https://www.imdb.com/name/nm1140344/awards?ref_=nm_ql_2
558,Kate Siegel(I),Kate Siegel,8/9/82,"Silver Spring, Maryland, USA",NA,0,5,https://www.imdb.com/name/nm2318089/?ref_=adv_li_st_1,https://www.imdb.com/name/nm2318089/awards?ref_=nm_ql_2
559,Tian Jing,Tian Jing,NA,NA,"['Kong: Skull Island', 'The Great Wall', 'Pacific Rim: Uprising', 'The Glory of Tang Dynasty']",NA,NA,https://www.imdb.com/name/nm1320897/?ref_=adv_li_st_1,https://www.imdb.com/name/nm1320897/awards?ref_=nm_ql_2
560,Dave Franco(I),Dave Franco,6/12/85,"Palo Alto, California, USA","['Neighbors', 'Nerve', 'Now You See Me', 'Now You See Me 2']",3,2,https://www.imdb.com/name/nm2002649/?ref_=adv_li_st_1,https://www.imdb.com/name/nm2002649/awards?ref_=nm_ql_2
561,Sakshi Tanwar,Sakshi Tanwar,1/12/73,"Alwar, Rajasthan, India","['Dangal', 'Bade Achhe Lagte Hain', 'Kahaani Ghar Ghar Kii', '24: India']",9,10,https://www.imdb.com/name/nm2799219/?ref_=adv_li_st_1,https://www.imdb.com/name/nm2799219/awards?ref_=nm_ql_2
562,Keanu Reeves,Keanu Reeves,9/2/64,"Beirut, Lebanon","['The Matrix', 'Speed', 'Point Break', 'The Matrix Reloaded']",12,22,https://www.imdb.com/name/nm0000206/?ref_=adv_li_st_1,https://www.imdb.com/name/nm0000206/awards?ref_=nm_ql_2
563,Art Parkinson,Art Parkinson,10/19/01,"Moville, County Donegal, Ireland","['Kubo and the Two Strings', 'San Andreas', 'Dracula Untold', 'Love, Rosie']",1,4,https://www.imdb.com/name/nm3280686/?ref_=adv_li_st_1,https://www.imdb.com/name/nm3280686/awards?ref_=nm_ql_2
564,Adam Devine,Adam Devine,11/7/83,"Waterloo, Iowa, USA","['Pitch Perfect', 'Workaholics', 'Mike and Dave Need Wedding Dates', 'When We First Met']",3,10,https://www.imdb.com/name/nm2796745/?ref_=adv_li_st_1,https://www.imdb.com/name/nm2796745/awards?ref_=nm_ql_2
565,Daniel Radcliffe,Daniel Radcliffe,7/23/89,"Fulham, London, England, UK","['Harry Potter and the Deathly Hallows: Part 2', 'Harry Potter and the Deathly Hallows: Part 1', 'Swiss Army Man', 'Horns']",15,43,https://www.imdb.com/name/nm0705356/?ref_=adv_li_st_1,https://www.imdb.com/name/nm0705356/awards?ref_=nm_ql_2
566,Elizabeth Mitchell(I),Elizabeth Mitchell,3/27/70,"Los Angeles, California, USA","['Lost', 'Frequency', 'Running Scared', 'The Santa Clause 2']",4,13,https://www.imdb.com/name/nm0593310/?ref_=adv_li_st_1,https://www.imdb.com/name/nm0593310/awards?ref_=nm_ql_2
567,_scar Jaenada,_scar Jaenada,5/4/75,"Esplugues de Llobregat, Barcelona, Catalonia, Spain","['The Losers', 'Pirates of the Caribbean: On Stranger Tides', 'Cantinflas', 'The Shallows']",14,10,https://www.imdb.com/name/nm1049982/?ref_=adv_li_st_1,https://www.imdb.com/name/nm1049982/awards?ref_=nm_ql_2
568,Gugu Mbatha-Raw,Gugu Mbatha-Raw,4/21/83,"Oxford, Oxfordshire, England, UK","['Belle', 'Beyond the Lights', 'Concussion', 'Beauty and the Beast']",7,23,https://www.imdb.com/name/nm1813221/?ref_=adv_li_st_1,https://www.imdb.com/name/nm1813221/awards?ref_=nm_ql_2
569,Yu-mi Jung,Yu-mi Jung,1/18/83,South Korea,"['Busanhaeng', 'Yeom-lyeok', 'U ri Sunhi', 'A Bittersweet Life']",4,7,https://www.imdb.com/name/nm1869756/?ref_=adv_li_st_1,https://www.imdb.com/name/nm1869756/awards?ref_=nm_ql_2
570,Iain Glen,Iain Glen,6/24/61,"Edinburgh, Scotland, UK","['Resident Evil: The Final Chapter', 'Resident Evil: Extinction', 'Lara Croft: Tomb Raider', 'Game of Thrones']",5,6,https://www.imdb.com/name/nm0322513/?ref_=adv_li_st_1,https://www.imdb.com/name/nm0322513/awards?ref_=nm_ql_2
571,Allison Williams(V),Allison Williams,4/13/88,"Connecticut, USA","['Girls', 'Peter Pan Live!', 'Get Out']",0,7,https://www.imdb.com/name/nm4129745/?ref_=adv_li_st_1,https://www.imdb.com/name/nm4129745/awards?ref_=nm_ql_2
572,Jaeden Martell,Jaeden Martell,NA,NA,"['St. Vincent', 'It', 'Midnight Special', 'The Book of Henry']",3,3,https://www.imdb.com/name/nm5897057/?ref_=adv_li_st_1,https://www.imdb.com/name/nm5897057/awards?ref_=nm_ql_2
573,Gal Gadot,Gal Gadot,4/30/85,"Rosh Ha'ayin, Israel","['Wonder Woman', 'Batman v Superman: Dawn of Justice', 'Furious 7', 'Keeping Up with the Joneses']",6,20,https://www.imdb.com/name/nm2933757/?ref_=adv_li_st_1,https://www.imdb.com/name/nm2933757/awards?ref_=nm_ql_2
574,Zac Efron,Zac Efron,10/18/87,"San Luis Obispo, California, USA","['High School Musical 3: Senior Year', 'The Greatest Showman', 'Hairspray', '17 Again']",31,32,https://www.imdb.com/name/nm1374980/?ref_=adv_li_st_1,https://www.imdb.com/name/nm1374980/awards?ref_=nm_ql_2
575,Timothée Chalamet,Timothée Chalamet,12/27/95,"New York City, New York, USA","['Call Me by Your Name', 'Lady Bird', 'Beautiful Boy', 'Interstellar']",38,69,https://www.imdb.com/name/nm3154303/?ref_=adv_li_st_1,https://www.imdb.com/name/nm3154303/awards?ref_=nm_ql_2
576,Karen Gillan,Karen Gillan,11/28/87,"Inverness, Scotland, UK","['Selfie', 'Guardians of the Galaxy', 'Not Another Happy Ending', 'Jumanji: Welcome to the Jungle']",7,17,https://www.imdb.com/name/nm2394794/?ref_=adv_li_st_1,https://www.imdb.com/name/nm2394794/awards?ref_=nm_ql_2
577,Jon Bernthal,Jon Bernthal,9/20/76,"Washington, District of Columbia, USA","['The Wolf of Wall Street', 'Baby Driver', 'The Accountant', 'Fury']",0,5,https://www.imdb.com/name/nm1256532/?ref_=adv_li_st_1,https://www.imdb.com/name/nm1256532/awards?ref_=nm_ql_2
578,Sofia Boutella,Sofia Boutella,4/3/82,"Bab El Oued, Algeria","['Star Trek Beyond', 'Kingsman: The Secret Service', 'Hotel Artemis', 'The Mummy']",1,1,https://www.imdb.com/name/nm1154749/?ref_=adv_li_st_1,https://www.imdb.com/name/nm1154749/awards?ref_=nm_ql_2
579,Astrid Bergès-Frisbey,Astrid Bergès-Frisbey,5/26/86,"Barcelona, Barcelona, Catalonia, Spain","['King Arthur: Legend of the Sword', 'I Origins', 'Pirates of the Caribbean: On Stranger Tides', 'La fille du puisatier']",2,2,https://www.imdb.com/name/nm2793591/?ref_=adv_li_st_1,https://www.imdb.com/name/nm2793591/awards?ref_=nm_ql_2
580,Judith Roberts(I),Judith Roberts,11/30/34,NA,"['Eraserhead', 'You Were Never Really Here', 'Death Sentence', 'The Nanny Diaries']",21,8,https://www.imdb.com/name/nm0731286/?ref_=adv_li_st_1,https://www.imdb.com/name/nm0731286/awards?ref_=nm_ql_2
581,Arsher Ali,Arsher Ali,4/9/84,"Nottingham, England, UK","['The Ritual', 'Line of Duty', 'Complicit', 'The Missing']",1,0,https://www.imdb.com/name/nm2468782/?ref_=adv_li_st_1,https://www.imdb.com/name/nm2468782/awards?ref_=nm_ql_2
582,Samara Lee,Samara Lee,NA,NA,"['Annabelle: Creation', 'Concussion', 'Foxcatcher', 'The Last Witch Hunter']",NA,NA,https://www.imdb.com/name/nm5343317/?ref_=adv_li_st_1,https://www.imdb.com/name/nm5343317/awards?ref_=nm_ql_2
583,Riccardo Scamarcio,Riccardo Scamarcio,11/13/79,"Andria, Puglia, Italy","['John Wick: Chapter 2', 'Mine vaganti', 'Tre metri sopra il cielo', 'To Rome with Love']",19,16,https://www.imdb.com/name/nm1249052/?ref_=adv_li_st_1,https://www.imdb.com/name/nm1249052/awards?ref_=nm_ql_2
551,Patrick Stewart(I),Patrick Stewart,7/13/40,"Mirfield, Yorkshire, England, UK","['Logan', 'Star Trek: First Contact', 'Star Trek: Insurrection', 'X-Men']",17,51,https://www.imdb.com/name/nm0001772/?ref_=adv_li_st_1,https://www.imdb.com/name/nm0001772/awards?ref_=nm_ql_2
552,Barry Keoghan,Barry Keoghan,NA,NA,"['The Killing of a Sacred Deer', 'Dunkirk', 'American Animals', ""'71""]",4,18,https://www.imdb.com/name/nm4422686/?ref_=adv_li_st_1,https://www.imdb.com/name/nm4422686/awards?ref_=nm_ql_2
553,Gael García Bernal,Gael García Bernal,11/30/78,"Guadalajara, Jalisco, Mexico","['Mozart in the Jungle', 'Amores Perros', 'Y Tu Mamá También', 'Coco']",36,37,https://www.imdb.com/name/nm0305558/?ref_=adv_li_st_1,https://www.imdb.com/name/nm0305558/awards?ref_=nm_ql_2
554,Laurie Metcalf,Laurie Metcalf,6/16/55,"Carbondale, Illinois, USA","['Lady Bird', 'Scream 2', 'Roseanne', 'Toy Story']",43,55,https://www.imdb.com/name/nm0582418/?ref_=adv_li_st_1,https://www.imdb.com/name/nm0582418/awards?ref_=nm_ql_2
555,Pilou Asbæk,Pilou Asbæk,3/2/82,"Copenhagen, Denmark","['Ghost in the Shell', 'Overlord', 'Game of Thrones', 'Kapringen']",4,13,https://www.imdb.com/name/nm1561982/?ref_=adv_li_st_1,https://www.imdb.com/name/nm1561982/awards?ref_=nm_ql_2
556,Damijan Oklopdzic,Damijan Oklopdzic,NA,NA,"['Lockout', 'Papillon', 'Everly', 'Off']",NA,NA,https://www.imdb.com/name/nm4986118/?ref_=adv_li_st_1,https://www.imdb.com/name/nm4986118/awards?ref_=nm_ql_2
557,Bruce Greenwood(I),Bruce Greenwood,8/12/56,"Noranda, Québec, Canada","['Star Trek', 'Thirteen Days', 'Star Trek Into Darkness', 'I, Robot']",7,20,https://www.imdb.com/name/nm0339304/?ref_=adv_li_st_1,https://www.imdb.com/name/nm0339304/awards?ref_=nm_ql_2
558,Simon Russell Beale,Simon Russell Beale,1/12/61,"Penang, Malaysia","['The Death of Stalin', 'Into the Woods', 'A Dance to the Music of Time', 'Hamlet']",6,5,https://www.imdb.com/name/nm0750971/?ref_=adv_li_st_1,https://www.imdb.com/name/nm0750971/awards?ref_=nm_ql_2
559,Alex Wolff(I),Alex Wolff,11/1/97,"New York City, New York, USA","['Hereditary', 'Patriots Day', 'Coming Through the Rye', 'Hair Brained']",9,5,https://www.imdb.com/name/nm1842974/?ref_=adv_li_st_1,https://www.imdb.com/name/nm1842974/awards?ref_=nm_ql_2
560,Sebastian Stan,Sebastian Stan,8/13/82,"Constanta, Romania","['Captain America: Civil War', 'Captain America: The Winter Soldier', 'Captain America: The First Avenger', 'Avengers: Infinity War']",0,6,https://www.imdb.com/name/nm1659221/?ref_=adv_li_st_1,https://www.imdb.com/name/nm1659221/awards?ref_=nm_ql_2
561,Naomi Scott(III),Naomi Scott,5/6/93,"London, England, UK","['Power Rangers', 'Aladdin', 'The 33', 'Terra Nova']",0,1,https://www.imdb.com/name/nm4305463/?ref_=adv_li_st_1,https://www.imdb.com/name/nm4305463/awards?ref_=nm_ql_2
562,Jonathan Pryce,Jonathan Pryce,6/1/47,"Holywell, Flintshire, Wales, UK","['Tomorrow Never Dies', 'Glengarry Glen Ross', 'Pirates of the Caribbean: The Curse of the Black Pearl', 'Brazil']",8,16,https://www.imdb.com/name/nm0000596/?ref_=adv_li_st_1,https://www.imdb.com/name/nm0000596/awards?ref_=nm_ql_2
563,Mckenna Grace,Mckenna Grace,6/25/06,USA,"['Gifted', 'I, Tonya', 'Annabelle Comes Home', 'Troop Zero']",2,3,https://www.imdb.com/name/nm5085683/?ref_=adv_li_st_1,https://www.imdb.com/name/nm5085683/awards?ref_=nm_ql_2
564,Cara Delevingne,Cara Delevingne,8/12/92,"London, England, UK","['Suicide Squad', 'Paper Towns', 'Valerian and the City of a Thousand Planets', 'Anna Karenina']",4,4,https://www.imdb.com/name/nm5353321/?ref_=adv_li_st_1,https://www.imdb.com/name/nm5353321/awards?ref_=nm_ql_2
565,Daniel Day-Lewis,Daniel Day-Lewis,4/29/57,"Greenwich, London, England, UK","['There Will Be Blood', 'The Last of the Mohicans', 'Gangs of New York', 'Lincoln']",143,92,https://www.imdb.com/name/nm0000358/?ref_=adv_li_st_1,https://www.imdb.com/name/nm0000358/awards?ref_=nm_ql_2
566,Lily James(I),Lily James,4/5/89,"Esher, Surrey, England, UK","['Cinderella', 'Pride and Prejudice and Zombies', 'Baby Driver', 'Mamma Mia! Here We Go Again']",4,5,https://www.imdb.com/name/nm4141252/?ref_=adv_li_st_1,https://www.imdb.com/name/nm4141252/awards?ref_=nm_ql_2
567,Christopher Plummer(I),Christopher Plummer,12/13/29,"Toronto, Ontario, Canada","['Beginners', 'The Insider', 'All the Money in the World', 'Remember']",46,62,https://www.imdb.com/name/nm0001626/?ref_=adv_li_st_1,https://www.imdb.com/name/nm0001626/awards?ref_=nm_ql_2
568,Cassidy Gifford,Cassidy Gifford,8/2/93,"Greenwich, Connecticut, USA","[""God's Not Dead"", 'The Gallows', 'Time Trap', 'Caged No More']",NA,NA,https://www.imdb.com/name/nm2258992/?ref_=adv_li_st_1,https://www.imdb.com/name/nm2258992/awards?ref_=nm_ql_2
569,Israel Broussard,Israel Broussard,8/22/94,"Gulfport, Mississippi, USA","['The Bling Ring', 'Happy Death Day', 'Extinction']",NA,NA,https://www.imdb.com/name/nm3441152/?ref_=adv_li_st_1,https://www.imdb.com/name/nm3441152/awards?ref_=nm_ql_2
570,Johan Heldenbergh,Johan Heldenbergh,5/11/67,"Wilrijk, Flanders, Belgium","['The Broken Circle Breakdown', ""The Zookeeper's Wife"", 'Le tout nouveau testament', 'Aanrijding in Moscou']",1,4,https://www.imdb.com/name/nm0374949/?ref_=adv_li_st_1,https://www.imdb.com/name/nm0374949/awards?ref_=nm_ql_2
571,Herb Caillouet,Herb Caillouet,NA,NA,NA,NA,NA,https://www.imdb.com/name/nm9300501/?ref_=adv_li_st_1,https://www.imdb.com/name/nm9300501/awards?ref_=nm_ql_2
572,Gringe,Gringe,NA,NA,"['Carbone', ""Comment c'est loin"", 'Mutafukaz', ""L'heure de la sortie""]",NA,NA,https://www.imdb.com/name/nm6237589/?ref_=adv_li_st_1,https://www.imdb.com/name/nm6237589/awards?ref_=nm_ql_2
573,Jennifer Carpenter(III),Jennifer Carpenter,12/7/79,"Louisville, Kentucky, USA","['Dexter', 'The Exorcism of Emily Rose', 'Quarantine', 'White Chicks']",5,23,https://www.imdb.com/name/nm1358539/?ref_=adv_li_st_1,https://www.imdb.com/name/nm1358539/awards?ref_=nm_ql_2
574,Matthew McConaughey,Matthew McConaughey,11/4/69,"Uvalde, Texas, USA","['Dallas Buyers Club', 'Magic Mike', 'Killer Joe', 'Mud']",48,79,https://www.imdb.com/name/nm0000190/?ref_=adv_li_st_1,https://www.imdb.com/name/nm0000190/awards?ref_=nm_ql_2
575,Lucien Laviscount,Lucien Laviscount,6/9/92,"Ribble Valley, Lancashire, England, UK","['The Bye Bye Man', 'Supernatural', 'Coronation Street', 'Scream Queens']",NA,NA,https://www.imdb.com/name/nm1620741/?ref_=adv_li_st_1,https://www.imdb.com/name/nm1620741/awards?ref_=nm_ql_2
576,Samara Weaving,Samara Weaving,2/23/92,"Adelaide, South Australia, Australia","['Three Billboards Outside Ebbing, Missouri', 'The Babysitter', 'Mayhem', 'Bad Girl']",4,2,https://www.imdb.com/name/nm3034977/?ref_=adv_li_st_1,https://www.imdb.com/name/nm3034977/awards?ref_=nm_ql_2
577,Annabelle Stephenson,Annabelle Stephenson,4/12/88,"London, England, UK","['Pray for Rain', 'Revenge', 'Escape Room', 'Point of Honor']",NA,NA,https://www.imdb.com/name/nm2391440/?ref_=adv_li_st_1,https://www.imdb.com/name/nm2391440/awards?ref_=nm_ql_2
578,Omari Hardwick,Omari Hardwick,1/9/74,"Savannah, Georgia, USA","['Kick-Ass', 'Power', 'The A-Team', 'Being Mary Jane']",3,10,https://www.imdb.com/name/nm1165044/?ref_=adv_li_st_1,https://www.imdb.com/name/nm1165044/awards?ref_=nm_ql_2
579,Molly Parker(I),Molly Parker,6/30/72,"Maple Ridge, British Columbia, Canada","['Kissed', 'Deadwood', 'The Wicker Man', '1922']",9,22,https://www.imdb.com/name/nm0662504/?ref_=adv_li_st_1,https://www.imdb.com/name/nm0662504/awards?ref_=nm_ql_2
580,Glenn Close,Glenn Close,3/19/47,"Greenwich, Connecticut, USA",NA,62,109,https://www.imdb.com/name/nm0000335/?ref_=adv_li_st_1,https://www.imdb.com/name/nm0000335/awards?ref_=nm_ql_2
581,Alan Arkin,Alan Arkin,3/26/34,"Brooklyn, New York City, New York, USA","['Argo', 'Little Miss Sunshine', 'Glengarry Glen Ross', 'Edward Scissorhands']",27,67,https://www.imdb.com/name/nm0000273/?ref_=adv_li_st_1,https://www.imdb.com/name/nm0000273/awards?ref_=nm_ql_2
582,Kate McKinnon(I),Kate McKinnon,1/6/84,"Sea Cliff, New York, USA","['Ghostbusters', 'Saturday Night Live', 'Rough Night', 'The Spy Who Dumped Me']",15,28,https://www.imdb.com/name/nm0571952/?ref_=adv_li_st_1,https://www.imdb.com/name/nm0571952/awards?ref_=nm_ql_2
583,Jonah Russell,Jonah Russell,NA,NA,"[""'71"", 'What a Girl Wants', 'Dog Eat Dog', 'The Borgias']",NA,NA,https://www.imdb.com/name/nm0751257/?ref_=adv_li_st_1,https://www.imdb.com/name/nm0751257/awards?ref_=nm_ql_2
584,Bel Powley,Bel Powley,3/7/92,"London, England, UK","['The Diary of a Teenage Girl', 'A Royal Night Out', 'Carrie Pilby', 'Detour']",5,15,https://www.imdb.com/name/nm2525790/?ref_=adv_li_st_1,https://www.imdb.com/name/nm2525790/awards?ref_=nm_ql_2
585,Olivier Rabourdin,Olivier Rabourdin,3/3/59,"Nanterre, Seine [now Hauts-de-Seine], France","['Benedetta', 'Black Earth Rising', 'The White Crow', 'Taken']",0,1,https://www.imdb.com/name/nm0705005/?ref_=adv_li_st_1,https://www.imdb.com/name/nm0705005/awards?ref_=nm_ql_2
586,Zoe Kazan,Zoe Kazan,9/9/83,"Los Angeles, California, USA","['Ruby Sparks', 'The Big Sick', 'The Ballad of Buster Scruggs', 'In Your Eyes']",4,13,https://www.imdb.com/name/nm1443740/?ref_=adv_li_st_1,https://www.imdb.com/name/nm1443740/awards?ref_=nm_ql_2
587,Steve Buscemi,Steve Buscemi,12/13/57,"Brooklyn, New York City, New York, USA","['Fargo', 'Ghost World', 'Reservoir Dogs', 'The Death of Stalin']",30,65,https://www.imdb.com/name/nm0000114/?ref_=adv_li_st_1,https://www.imdb.com/name/nm0000114/awards?ref_=nm_ql_2
588,Ewen Bremner(I),Ewen Bremner,1/23/72,"Edinburgh, Scotland, UK","['Trainspotting', 'T2 Trainspotting', 'Wonder Woman', 'AVP: Alien vs. Predator']",3,3,https://www.imdb.com/name/nm0001971/?ref_=adv_li_st_1,https://www.imdb.com/name/nm0001971/awards?ref_=nm_ql_2
589,Halston Sage(I),Halston Sage,5/10/93,"Los Angeles, California, USA","['Scouts Guide to the Zombie Apocalypse', 'The First Time', 'Paper Towns', 'Neighbors']",0,1,https://www.imdb.com/name/nm4296013/?ref_=adv_li_st_1,https://www.imdb.com/name/nm4296013/awards?ref_=nm_ql_2
590,Saoirse Ronan,Saoirse Ronan,4/12/94,"The Bronx, New York City, New York, USA","['Hanna', 'Brooklyn', 'Atonement', 'The Lovely Bones']",63,140,https://www.imdb.com/name/nm1519680/?ref_=adv_li_st_1,https://www.imdb.com/name/nm1519680/awards?ref_=nm_ql_2
591,Amber Heard,Amber Heard,4/22/86,"Austin, Texas, USA","['Aquaman', 'The Rum Diary', 'Machete Kills', '3 Days to Kill']",3,2,https://www.imdb.com/name/nm1720028/?ref_=adv_li_st_1,https://www.imdb.com/name/nm1720028/awards?ref_=nm_ql_2
592,Jake Johnson(XVI),Jake Johnson,5/28/78,"Evanston, Illinois, USA","['New Girl', 'Jurassic World', 'Safety Not Guaranteed', 'The Mummy']",1,8,https://www.imdb.com/name/nm2159926/?ref_=adv_li_st_1,https://www.imdb.com/name/nm2159926/awards?ref_=nm_ql_2
593,Jorge Lendeborg Jr.,Jorge Lendeborg Jr.,NA,NA,"['Bumblebee', 'Love, Simon', 'Spider-Man: Homecoming', 'Alita: Battle Angel']",NA,NA,https://www.imdb.com/name/nm7449863/?ref_=adv_li_st_1,https://www.imdb.com/name/nm7449863/awards?ref_=nm_ql_2
594,Patrick L. Reyes,Patrick L. Reyes,NA,NA,"['Black Lightning', 'The Mule', 'Ernie & Cerbie']",NA,NA,https://www.imdb.com/name/nm8423767/?ref_=adv_li_st_1,https://www.imdb.com/name/nm8423767/awards?ref_=nm_ql_2
595,Lucy Boynton,Lucy Boynton,1994-1-0,NA,"['Sing Street', 'Bohemian Rhapsody', 'Murder on the Orient Express', 'Miss Potter']",1,3,https://www.imdb.com/name/nm2377903/?ref_=adv_li_st_1,https://www.imdb.com/name/nm2377903/awards?ref_=nm_ql_2
596,Mahershala Ali,Mahershala Ali,2/16/74,"Oakland, California, USA","['House of Cards', 'Luke Cage', 'The Curious Case of Benjamin Button', 'The Place Beyond the Pines']",76,53,https://www.imdb.com/name/nm0991810/?ref_=adv_li_st_1,https://www.imdb.com/name/nm0991810/awards?ref_=nm_ql_2
597,Cora Kaufman,Cora Kaufman,NA,NA,NA,NA,NA,https://www.imdb.com/name/nm10183548/?ref_=adv_li_st_1,https://www.imdb.com/name/nm10183548/awards?ref_=nm_ql_2
598,Lin-Manuel Miranda,Lin-Manuel Miranda,1/16/80,"New York City, New York, USA","['Mary Poppins Returns', 'Moana', 'The Odd Life of Timothy Green', 'Star Wars: Episode VII - The Force Awakens']",12,26,https://www.imdb.com/name/nm0592135/?ref_=adv_li_st_1,https://www.imdb.com/name/nm0592135/awards?ref_=nm_ql_2
599,Vince Vaughn(I),Vince Vaughn,3/28/70,"Minneapolis, Minnesota, USA","['The Break-Up', 'Wedding Crashers', 'Couples Retreat', 'Old School']",7,14,https://www.imdb.com/name/nm0000681/?ref_=adv_li_st_1,https://www.imdb.com/name/nm0000681/awards?ref_=nm_ql_2
